appno,startdate,stopdate,address,ward,gpsx,gpsy
ERT891330,2021-01-25 05:00:00,2021-01-31 05:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT860060,2021-01-25 03:00:00,2021-01-31 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
SF1094985,2021-01-24 10:00:00,2021-01-28 06:00:00,1 to 5 Winthrop SQ Boston 02110,03,775665.917342111,2954494.53005947
ERT536891,2021-01-23 12:00:00,2021-01-29 12:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
SF1119473,2021-01-23 08:00:00,2021-01-23 04:00:00,60 Joy ST Apt 101 Boston 02114,03,773669.458972246,2956672.9705735
SF1135598,2021-01-23 08:00:00,2021-01-23 04:00:00,82 Chelsea ST East Boston 02128,01,781393.699011445,2960945.03579348
SF977064,2021-01-23 08:00:00,2021-01-27 11:00:00,104 Hemenway ST Boston 02115,04,767069.5550621,2950448.6443277
ALT76588,2021-01-23 08:00:00,2021-01-23 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
ALT915713,2021-01-23 08:00:00,2021-01-23 04:00:00,561 E Sixth ST South Boston 02127,07,781069.674243137,2946679.15754019
ERT974770,2021-01-23 08:00:00,2021-01-23 04:00:00,533 to 545 Commonwealth AV Boston 02215,05,765102.756218559,2952524.65709038
ALT1071463,2021-01-23 08:00:00,2021-01-23 04:00:00,54 Samoset ST Dorchester 02124,16,774024.425340578,2931092.04978168
ERT632117,2021-01-23 08:00:00,2021-01-23 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ALT1029251,2021-01-23 08:00:00,2021-01-29 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ALT810208,2021-01-23 08:00:00,2021-01-23 04:00:00,274 Athens ST South Boston 02127,06,778112.90082444,2948700.49530281
ERT682958,2021-01-23 08:00:00,2021-01-23 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ALT548592,2021-01-23 08:00:00,2021-01-23 04:00:00,161 Cottage ST East Boston 02128,01,782456.03712444,2960141.43153673
ERT891382,2021-01-23 08:00:00,2021-01-23 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
ALT1063469,2021-01-23 08:00:00,2021-01-23 04:00:00,17 Sheafe ST Boston 02113,03,776264.48579067,2958829.9187995
ALT788188,2021-01-23 08:00:00,2021-01-23 04:00:00,10 to 11 Arlington ST Boston 02116,05,771791.743162498,2954403.02474739
ALT1076379,2021-01-23 08:00:00,2021-01-23 04:00:00,280 Chelsea ST East Boston 02128,01,782678.512580633,2962442.21054688
ERT889967,2021-01-23 08:00:00,2021-01-23 04:00:00,216 Havre ST East Boston 02128,01,781499.646823649,2961969.24701814
SF1119918,2021-01-23 08:00:00,2021-01-23 04:00:00,27 Rutland ST Roxbury 02118,09,770934.303513706,2949064.51021442
ERT605925,2021-01-23 08:00:00,2021-01-23 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
ERT878874,2021-01-23 08:00:00,2021-01-23 04:00:00,525 Harvard ST Dorchester 02126,14,765686.46942286,2929940.2686293
ALT945137,2021-01-23 08:00:00,2021-01-23 04:00:00,285 Marlborough ST Boston 02116,05,768714.684119642,2953481.36509852
ERT712869,2021-01-23 08:00:00,2021-01-23 04:00:00,287 to 293 Maverick ST East Boston 02128,01,782391.245086849,2959228.51394613
ERT1067391,2021-01-23 08:00:00,2021-01-23 04:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ERT892826,2021-01-23 08:00:00,2021-01-23 04:00:00,123 to 125 Centre ST Dorchester 02124,16,773397.006523996,2931562.60520612
ERT959653,2021-01-23 08:00:00,2021-01-23 04:00:00,21 Rushmore ST Brighton 02135,22,749162.908910662,2951362.36829339
ERT872422,2021-01-23 08:00:00,2021-01-23 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ERT775611,2021-01-23 08:00:00,2021-01-23 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ERT663102,2021-01-23 08:00:00,2021-01-23 04:00:00,100 to 110 Sudbury ST Boston 02114,03,775153.267714713,2957274.61453141
ERT780842,2021-01-23 08:00:00,2021-01-23 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
A1120273,2021-01-23 08:00:00,2021-01-23 04:00:00,7 Mount Vernon PL Boston 02108,05,773785.084316358,2955729.68906862
ERT914346,2021-01-23 08:00:00,2021-01-23 04:00:00,187 Sumner ST East Boston 02128,01,780338.675135246,2959840.63116516
ERT652809,2021-01-23 08:00:00,2021-01-23 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT973146,2021-01-23 08:00:00,2021-01-23 05:00:00,4 Payne ST Dorchester 02122,16,777732.279015475,2932823.75471515
SF1135613,2021-01-23 08:00:00,2021-01-23 04:00:00,330 E Eighth ST South Boston 02127,07,778435.922336097,2946086.03459223
ALT966530,2021-01-23 08:00:00,2021-01-23 04:00:00,180 W Canton ST Roxbury 02116,04,770797.122681573,2950554.3361678
ERT837335,2021-01-23 08:00:00,2021-01-23 04:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
ERT276111,2021-01-23 08:00:00,2021-01-23 04:00:00,917 Bennington ST East Boston 02128,01,788599.571702452,2965853.63831422
ALT1118992,2021-01-23 08:00:00,2021-01-23 04:00:00,27 Alpine ST Roxbury 02119,12,767863.17010285,2943998.4796817
ERT258469,2021-01-23 08:00:00,2021-01-23 04:00:00,319 to 327 Chelsea ST East Boston 02128,01,783267.946410038,2962978.45999856
SF1138949,2021-01-23 08:00:00,2021-01-23 03:00:00,19 Claremont PARK Roxbury 02118,04,769385.624632254,2950062.67402334
ALT964135,2021-01-23 08:00:00,2002-01-22 04:00:00,276 to 278 Newbury ST Boston 02116,05,768723.73610419,2952510.56242794
ERT879664,2021-01-23 08:00:00,2021-01-23 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ALT1131011,2021-01-23 08:00:00,2319-12-01 04:00:00,16 Lawrence ST Boston 02116,05,771833.273018539,2951488.07210468
ERT912029,2021-01-23 08:00:00,2021-01-23 04:00:00,17 W Bellflower ST Dorchester 02125,07,775108.682912817,2943802.99257397
ERT793552,2021-01-23 08:00:00,2021-01-23 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ALT1041515,2021-01-23 08:00:00,2021-01-23 04:00:00,416 Beacon ST Boston 02115,05,767979.081718951,2953554.3161066
ERT888715,2021-01-23 08:00:00,2021-01-23 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ERT784650,2021-01-23 08:00:00,2021-01-23 03:30:00,171 Washington St Brighton 02135,21,751990.974983695,2951978.57523427
ALT935805,2021-01-23 08:00:00,2021-01-23 04:00:00,138 Centre ST Dorchester 02124,17,773515.257148102,2931719.90843827
ERT740030,2021-01-23 08:00:00,2021-01-23 04:00:00,125 Sumner ST East Boston 02128,01,780052.086593579,2959971.38203322
ALT821591,2021-01-23 08:00:00,2021-01-23 04:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ALT956738,2021-01-23 08:00:00,2021-01-23 04:00:00,31 Worcester ST Roxbury 02118,09,770647.065465435,2948651.27978203
ERT684345,2021-01-23 08:00:00,2021-01-23 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
ALT813698,2021-01-23 08:00:00,2021-01-23 04:00:00,24 Union PARK Roxbury 02118,03,771983.169466674,2950170.32490344
ALT933170,2021-01-23 08:00:00,2021-01-23 04:00:00,100 to 112 Shawmut AV Roxbury 02118,03,773586.694915622,2951642.70556112
ALT868099,2021-01-23 08:00:00,2021-01-23 04:00:00,39 to 41 N Margin ST Boston 02113,03,776006.587487584,2958294.05047222
ERT674589,2021-01-23 08:00:00,2021-01-23 04:00:00,39 Washburn ST Dorchester 02125,07,775605.861924205,2944087.976696
ERT660670,2021-01-23 07:00:00,2021-01-23 04:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ERT992394,2021-01-23 07:00:00,2021-01-23 05:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT817785,2021-01-23 07:00:00,2021-01-23 04:00:00,1188 Commonwealth Av Allston 02134,21,756475.20199576,2952738.9997262
ERT1022776,2021-01-23 07:00:00,2021-01-23 06:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ALT918314,2021-01-23 07:00:00,2021-01-23 04:00:00,69 to 71 A ST South Boston 02127,06,776515.394142896,2949953.01130325
ERT945270,2021-01-23 07:00:00,2021-01-23 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT662486,2021-01-23 07:00:00,2021-01-24 04:00:00,321 Harrison Av Roxbury 02118,03,774090.579667362,2951482.17369742
SF1097902,2021-01-23 07:00:00,2021-01-23 03:30:00,276 to 278 Washington ST Boston 02108,03,775691.076894134,2955612.40951651
ERT1111243,2021-01-23 07:00:00,2021-01-23 03:00:00,5 Congress ST Boston 02203,03,775573.326196273,2956891.9177813
SF1119440,2021-01-23 07:00:00,2021-01-23 04:00:00,88 Lambert AVE Roxbury 02119,09,766742.771157801,2944175.29408187
ERT632666,2021-01-23 07:00:00,2021-01-24 05:00:00,45 to 55 Brighton AVE Allston 02134,21,756893.811532567,2953820.40846886
ALT1036141,2021-01-23 07:00:00,2021-01-23 04:00:00,640 Soldiers Field RD Boston 02134,22,758860.24250129,2958629.05880281
ALT978995,2021-01-23 07:00:00,2021-01-23 04:00:00,201 Washington ST BOSTON 02108,03,775529.82343,2955982.82405
ALT997205,2021-01-23 07:00:00,2021-01-23 03:00:00,173 to 175 Ipswich ST Boston 02215,05,765498.895769104,2951617.05962177
ERT836145,2021-01-23 07:00:00,2021-01-23 04:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ERT766946,2021-01-23 07:00:00,2021-01-29 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT926421,2021-01-23 07:00:00,2021-01-23 03:00:00,111 Francis ST Boston 02215,04,761685.671246347,2948244.27590427
ALT921264,2021-01-23 06:00:00,2021-01-23 04:00:00,250 Franklin ST Boston 02110,03,776638.999999016,2955300.00001222
ALT902102,2021-01-23 06:00:00,2021-01-24 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT779522,2021-01-23 06:00:00,2021-01-29 08:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT1074737,2021-01-23 06:00:00,2021-01-23 02:00:00,6 Tide ST Boston 02210,06,782807.403020734,2951583.38175977
ALT955915,2021-01-23 05:00:00,2021-01-29 11:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
FND1077957,2021-01-23 03:00:00,2021-01-24 09:00:00,815 Columbus AV Boston 02118,09,767721.293150701,2948087.81000398
FND1077957,2021-01-23 03:00:00,2021-01-24 09:00:00,815 Columbus AV Boston 02118,09,767721.293150701,2948087.81000398
ERT694732,2021-01-22 06:00:00,2021-01-22 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ALT1049796,2021-01-22 06:00:00,2021-01-24 04:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ERT1037077,2021-01-21 05:00:00,2021-01-27 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT836145,2021-01-21 05:00:00,2021-01-22 12:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ALT821591,2021-01-20 08:00:00,2021-01-30 04:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ERT836145,2021-01-20 06:00:00,2021-01-20 11:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ALT1093555,2021-01-20 06:00:00,2021-01-22 01:00:00,100 Clarendon ST Boston 02116,04,771258.480354599,2952143.44101062
SF977064,2021-01-20 06:00:00,2021-01-20 11:00:00,104 Hemenway ST Boston 02115,04,767069.5550621,2950448.6443277
ALT1068805,2021-01-19 10:00:00,2021-01-21 06:00:00,1100 Massachusetts AVE Dorchester 02125,07,773663.997141111,2944285.94190222
ALT1049796,2021-01-19 06:00:00,2021-01-21 02:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ERT860060,2021-01-19 03:00:00,2021-01-24 11:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT782631,2021-01-18 08:00:00,2021-01-18 04:00:00,425 Border ST East Boston 02128,01,780408.261638381,2964494.95454787
SF1143806,2021-01-18 08:00:00,2021-01-18 04:00:00,50 Leo M Birmingham PW Brighton 02135,22,751775.940794705,2956424.55884905
ERT750891,2021-01-18 08:00:00,2021-01-18 04:00:00,50 Hichborn St Brighton 02135,22,752620.439827619,2954894.59056803
ERT974659,2021-01-18 08:00:00,2021-01-18 04:00:00,34 Regis RD Mattapan 02126,18,765511.161243845,2923945.23602451
ALT1037980,2021-01-18 08:00:00,2021-01-18 04:00:00,28 State ST Boston 02109,03,775776.946046218,2956279.29255714
SF1143197,2021-01-18 08:00:00,2021-01-18 04:00:00,235 Marlborough ST Boston 02116,05,769238.111640126,2953680.71754672
ALT1114780,2021-01-18 08:00:00,2021-01-18 04:00:00,1 Franklin Park RD Dorchester 02121,12,767716.097748036,2935656.80261665
SF940041,2021-01-18 08:00:00,2021-01-18 04:00:00,1 Jimmy Fund WAY Boston 02115,04,762240.22955361,2948152.78051756
SF1087878,2021-01-18 08:00:00,2021-01-18 04:00:00,34 W Cedar ST Boston 02108,05,772378.291355044,2955988.58750087
SF1119440,2021-01-18 08:00:00,2021-01-18 10:00:00,88 Lambert AVE Roxbury 02119,09,766742.771157801,2944175.29408187
ALT1025827,2021-01-18 08:00:00,2021-01-18 04:00:00,599 Columbus AVE Roxbury 02118,09,768994.30773589,2949368.3441667
ALT1077118,2021-01-18 08:00:00,2021-01-18 04:00:00,1 to 3 Center PLZ Boston 02108,03,775027.782223105,2956436.98370893
ERT843518,2021-01-18 08:00:00,2021-01-18 04:00:00,132 Terrace ST Mission Hill 02120,10,764830.166104923,2944720.22541601
ALT994700,2021-01-18 08:00:00,2021-01-18 04:00:00,10 Shattuck ST Boston 02115,04,763313.569522604,2947375.89734884
SF1124426,2021-01-18 08:00:00,2021-01-18 04:00:00,131 to 147 Seaport BLVD Boston 02210,06,779531.448998642,2953029.39544905
ALT788395,2021-01-18 08:00:00,2021-01-18 04:00:00,125 Amory ST Roxbury 02119,11,764104.421203345,2941659.19401552
ERT843462,2021-01-18 08:00:00,2021-01-18 04:00:00,40 to 42 Terrace ST Mission Hill 02120,10,765252.12983568,2945736.32067461
SF1128958,2021-01-18 08:00:00,2021-01-18 04:00:00,15 New Chardon ST Boston 02114,03,774490.982372833,2957187.24566566
ALT909950,2021-01-18 08:00:00,2021-01-18 04:00:00,15 Arlington ST Boston 02116,05,771964.481978655,2953891.0407789
ALT1080436,2021-01-18 08:00:00,2021-01-18 04:00:00,26 to 28 Thomson PL Boston 02210,06,778390.161567963,2953312.22124136
SF1037748,2021-01-18 08:00:00,2021-01-18 04:00:00,23 Upton ST Roxbury 02118,03,771886.284538582,2950082.37613536
SF1128958,2021-01-18 08:00:00,2021-01-18 04:00:00,15 New Chardon ST Boston 02114,03,774490.982372833,2957187.24566566
ALT1124684,2021-01-18 08:00:00,2021-01-18 04:00:00,48 to 54 Northern AVE Boston 02210,06,778847.939456818,2954178.71191192
ALT974694,2021-01-18 08:00:00,2021-01-18 04:00:00,820 Cummins HW Mattapan 02126,18,765203.159147544,2923693.0630916
ALT1070001,2021-01-18 08:00:00,2021-01-18 04:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
SF1140486,2021-01-18 08:00:00,2021-01-18 04:00:00,17 Stockton ST Dorchester 02124,17,771670.303162381,2928412.56942718
ALT950106,2021-01-18 08:00:00,2021-01-19 04:00:00,75 Francis ST Boston 02115,04,762492.481316271,2947685.43616332
ERT668407,2021-01-18 08:00:00,2021-01-18 04:00:00,19 Walley ST East Boston 02128,01,791658.920781001,2967450.26811954
ALT1047823,2021-01-18 08:00:00,2021-01-18 04:00:00,300 Fenway Boston 02115,04,764321.854163542,2948926.86554229
ALT877594,2021-01-18 08:00:00,2021-01-18 04:00:00,18 Spaulding ST Dorchester 02122,16,776610.013918981,2931823.31407036
ALT1069947,2021-01-18 08:00:00,2021-01-18 04:00:00,145 Austin ST Charlestown 02129,02,771952.733833691,2961044.77496102
ERT1069955,2021-01-18 08:00:00,2021-01-18 04:00:00,6 Stack ST Charlestown 02129,02,771272.058321346,2963642.15464069
ALT988526,2021-01-18 08:00:00,2021-01-18 04:00:00,100 Blossom ST Boston 02114,03,772540.216820031,2957968.65351143
ERT945270,2021-01-18 07:00:00,2021-01-18 06:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT1068504,2021-01-18 07:00:00,2021-01-18 03:00:00,350 S Huntington AVE Jamaica Plain 02120,10,761353.133392781,2942882.81724866
ALT1114803,2021-01-18 07:00:00,2021-01-18 06:00:00,20 Gillette PARK Boston 02127,06,776891.096479252,2951568.73498474
ALT1070743,2021-01-18 07:00:00,2021-01-18 03:00:00,316 to 318 Northern AV Boston 02210,06,782672.049581372,2951372.29040244
ERT788404,2021-01-18 07:00:00,2021-01-18 03:30:00,137 Amory ST Roxbury 02119,11,763987.967436546,2941464.0562902
ALT1078513,2021-01-18 07:00:00,2021-01-18 04:00:00,264 Huntington AVE Boston 02115,04,768202.169655159,2949865.56951116
ERT944735,2021-01-18 07:00:00,2021-01-18 06:00:00,1203 to 1211 Dorchester AV Dorchester 02125,15,775630.495857054,2938177.57462086
ERT652809,2021-01-18 07:00:00,2021-01-18 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT654537,2021-01-18 07:00:00,2021-01-18 03:00:00,742 to 744 Columbus AVE Mission Hill 02120,09,768205.702965723,2948251.1771583
ERT547173,2021-01-18 07:00:00,2021-01-23 04:00:00,67 E Cottage ST Dorchester 02125,07,773103.460527426,2942050.33984731
ALT902102,2021-01-18 07:00:00,,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT1027029,2021-01-18 07:00:00,2021-01-18 03:00:00,650 to 660 Beacon ST Boston 02215,05,765362.804451578,2952578.93156469
ERT546146,2021-01-18 07:00:00,2021-01-18 03:30:00,25 Amory ST Roxbury 02119,11,764517.408895015,2942574.90232959
SF1142910,2021-01-18 07:00:00,2021-01-18 03:30:00,1 Lincoln ST Boston 02111,03,775452.606365904,2953929.23188294
ALT1129340,2021-01-18 07:00:00,2021-01-18 03:00:00,261 to 289 Huntington AVE Boston 02115,04,767969.971225971,2949938.10927247
ALT1125143,2021-01-18 06:00:00,2021-01-18 02:11:00,240 Longwood AVE Boston 02115,04,763143.469705686,2947799.34448819
ALT1126864,2021-01-18 06:00:00,2021-01-18 02:00:00,89 South ST Boston 02111,03,775780.808588174,2953524.88224874
ALT1049796,2021-01-18 06:00:00,2021-01-18 02:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ALT1123572,2021-01-18 06:00:00,2021-01-18 02:15:00,250 Longwood AVE Boston 02115,04,763031.490459017,2947909.58762694
ALT1069395,2021-01-18 06:00:00,2021-01-18 02:00:00,2 Avenue De Lafayette Boston 02111,03,774800.370077297,2954346.41725934
ALT1141441,2021-01-18 06:00:00,2021-01-18 02:15:00,77 Avenue Louis Pasteur Boston 02115,04,763558.214706838,2948606.24566999
ERT860060,2021-01-18 05:00:00,2021-01-18 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT891330,2021-01-18 05:00:00,2021-01-24 11:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT536891,2021-01-16 12:00:00,2021-01-22 12:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
ALT1070001,2021-01-16 08:00:00,2021-01-16 05:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
ERT752875,2021-01-16 08:00:00,2021-01-18 04:00:00,90 to 90D Bigelow ST Brighton 02135,22,745940.866086219,2954641.71226301
ERT872422,2021-01-16 08:00:00,2021-01-18 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ERT1067391,2021-01-16 08:00:00,2021-01-18 04:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ALT548592,2021-01-16 08:00:00,2021-01-16 04:00:00,161 Cottage ST East Boston 02128,01,782456.03712444,2960141.43153673
ERT646147,2021-01-16 08:00:00,2021-01-18 04:00:00,34 Dix ST Dorchester 02122,16,775169.060246833,2933015.42639421
SF1047810,2021-01-16 08:00:00,2021-01-16 04:00:00,223 Commonwealth AVE Boston 02116,05,769147.958712041,2953323.13601038
ERT888715,2021-01-16 08:00:00,2021-01-16 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ALT1042784,2021-01-16 08:00:00,2021-01-16 04:00:00,15 Oxford ST Boston 02111,03,774938.185565427,2953566.88519461
ALT964135,2021-01-16 08:00:00,2021-01-16 04:00:00,276 to 278 Newbury ST Boston 02116,05,768723.73610419,2952510.56242794
ALT76588,2021-01-16 08:00:00,2021-01-16 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
ALT76588,2021-01-16 08:00:00,2021-01-16 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
ALT1068813,2021-01-16 08:00:00,2021-01-16 04:00:00,74 to 76 Brooks ST East Boston 02128,01,782103.689252108,2962705.82613112
ERT684345,2021-01-16 08:00:00,2021-01-16 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
ALT813698,2021-01-16 08:00:00,2021-01-18 08:00:00,24 Union PARK Roxbury 02118,03,771983.169466674,2950170.32490344
ERT258469,2021-01-16 08:00:00,2021-01-16 04:00:00,319 to 327 Chelsea ST East Boston 02128,01,783267.946410038,2962978.45999856
