appno,startdate,stopdate,address,ward,gpsx,gpsy
ERT888715,2021-05-01 08:00:00,2021-05-01 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ALT966748,2021-05-01 08:00:00,2021-05-02 04:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ALT1104536,2021-05-01 08:00:00,2021-05-01 04:00:00,14 to 16 W Broadway South Boston 02127,06,775991.782651007,2950333.32654978
ERT971653,2021-05-01 08:00:00,2021-05-01 04:00:00,174 Ipswich ST Boston 02215,05,765631.893206522,2951467.02448878
ALT821591,2021-05-01 08:00:00,2021-05-01 04:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ERT836145,2021-05-01 08:00:00,2021-05-01 04:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
ALT894762,2021-05-01 08:00:00,2021-05-01 04:00:00,69 to 71 L ST South Boston 02127,06,781743.184899762,2947530.47386098
ERT709910,2021-05-01 08:00:00,2021-05-01 04:00:00,13 Mckone ST Dorchester 02122,16,778779.058245337,2930950.82412063
SF1164006,2021-05-01 08:00:00,2021-05-01 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ALT1029251,2021-05-01 08:00:00,2021-05-01 04:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ALT974694,2021-05-01 08:00:00,2021-05-01 04:00:00,820 Cummins HW Mattapan 02126,18,765203.159147544,2923693.0630916
ALT1128721,2021-05-01 08:00:00,2021-05-01 04:00:00,296 Princeton ST East Boston 02128,01,783396.90186131,2963976.77726831
ERT660670,2021-05-01 08:00:00,2021-05-01 04:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
SF1175868,2021-05-01 08:00:00,2021-05-01 04:00:00,333 Maverick ST East Boston 02128,01,782911.247236863,2958937.66484761
ERT632117,2021-05-01 08:00:00,2021-05-01 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ERT891382,2021-05-01 08:00:00,2021-05-01 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
ERT1029866,2021-05-01 08:00:00,2021-05-01 04:00:00,97 to 101 Carolina AV Jamaica Plain 02130,11,761219.615521853,2937456.51158624
ALT902435,2021-05-01 08:00:00,2021-05-01 04:00:00,111 Hutchings ST Dorchester 02121,12,766543.537909612,2938904.74998096
ERT605925,2021-05-01 08:00:00,2021-05-01 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
ERT555054,2021-05-01 08:00:00,2021-05-01 04:00:00,10 Everett ST East Boston 02128,01,781283.684451342,2959706.46753633
ERT879664,2021-05-01 08:00:00,2021-05-01 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ERT793552,2021-05-01 08:00:00,2021-05-01 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ALT1133908,2021-05-01 08:00:00,2021-05-01 04:00:00,1430 Columbia RD South Boston 02127,07,779776.258113936,2945844.93875542
ERT720998,2021-05-01 08:00:00,2021-05-01 04:00:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
ALT1166806,2021-05-01 08:00:00,2021-05-01 04:00:00,255 State ST Boston 02109,03,777484.999999806,2956320.00001317
U491187823,2021-05-01 08:00:00,2021-05-01 04:00:00,30 Centre ST Dorchester 02124,17,772405.418523073,2931284.27157386
ERT784650,2021-05-01 08:00:00,2021-05-01 03:00:00,171 Washington St Brighton 02135,21,751990.974983695,2951978.57523427
SF1178588,2021-05-01 08:00:00,2021-05-01 06:00:00,17 to 31 Charles Park RD West Roxbury 02132,20,744425.415971527,2926379.45652061
SF1155691,2021-05-01 07:00:00,2021-05-01 03:00:00,410 W Broadway South Boston 02127,06,778428.965772984,2948233.27601553
A1059511,2021-05-01 07:00:00,2021-05-01 03:00:00,10 Winthrop SQ Boston 02110,03,775621.897663714,2954647.43791758
ERT758521,2021-05-01 07:00:00,2021-05-01 06:00:00,63 to 65 Moreland ST Roxbury 02119,12,769730.967063797,2943453.94893309
ERT1022776,2021-05-01 07:00:00,2021-05-02 06:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ALT1128247,2021-05-01 07:00:00,2021-05-01 02:00:00,320 Longwood AVE Boston 02115,04,762778.04565011,2948347.52720575
ALT978995,2021-05-01 07:00:00,2021-05-01 03:00:00,201 Washington ST BOSTON 02108,03,775529.82343,2955982.82405
ERT667018,2021-05-01 07:00:00,2021-05-01 03:00:00,191 to 195 Bowdoin ST Dorchester 02122,15,772886.775545523,2936427.34634246
ALT1036141,2021-05-01 07:00:00,2021-05-01 04:00:00,640 Soldiers Field RD Boston 02134,22,758860.24250129,2958629.05880281
SF1118362,2021-05-01 07:00:00,2021-05-01 05:00:00,725 William T Morrissey BLVD Dorchester 02122,16,777895.406161305,2933404.987481
ERT1060807,2021-05-01 07:00:00,2021-05-01 04:00:00,23 to 25 Rosebery RD Mattapan 02126,18,763455.523757258,2922866.94907367
ALT997205,2021-05-01 07:00:00,2021-05-01 03:00:00,173 to 175 Ipswich ST Boston 02215,05,765498.895769104,2951617.05962177
ERT945270,2021-05-01 07:00:00,2021-05-01 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ERT694732,2021-05-01 07:00:00,2021-05-01 04:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ALT902102,2021-05-01 06:00:00,2021-05-01 06:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT921264,2021-05-01 06:00:00,2021-05-01 04:00:00,250 Franklin ST Boston 02110,03,776638.999999016,2955300.00001222
ERT860060,2021-05-01 06:00:00,2021-05-01 04:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT792588,2021-05-01 05:00:00,2021-05-02 02:00:00,100 E Newton ST Boston 02118,08,772366.737330346,2947872.38131904
ALT955915,2021-05-01 05:00:00,2021-05-07 12:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ERT891330,2021-05-01 05:00:00,2021-05-01 08:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT925378,2021-05-01 05:00:00,2021-05-07 03:00:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
ERT709912,2021-04-30 09:34:00,2021-04-30 09:34:00,15 Mckone ST Dorchester 02122,16,778759.600151072,2930987.26372708
ERT546146,2021-04-30 06:00:00,2021-04-30 06:00:00,25 Amory ST Roxbury 02119,11,764517.408895015,2942574.90232959
ERT694732,2021-04-30 06:00:00,2021-04-30 08:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT1037077,2021-04-29 05:00:00,2021-04-30 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT971653,2021-04-29 05:00:00,2021-04-29 06:00:00,174 Ipswich ST Boston 02215,05,765631.893206522,2951467.02448878
ERT694732,2021-04-28 06:00:00,2021-04-28 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT611289,2021-04-26 09:00:00,2021-04-26 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT611289,2021-04-26 09:00:00,2021-04-30 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT860060,2021-04-26 07:00:00,2021-04-26 03:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT779522,2021-04-26 06:00:00,2021-04-30 08:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT1029251,2021-04-26 06:00:00,2021-04-30 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ALT966748,2021-04-26 06:00:00,2021-04-30 11:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ERT766946,2021-04-26 06:00:00,2021-04-30 01:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ALT902102,2021-04-26 06:00:00,2021-04-30 00:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT694732,2021-04-26 06:00:00,2021-04-26 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT891330,2021-04-26 05:00:00,2021-04-30 11:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT860060,2021-04-26 05:00:00,2021-04-26 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT1037077,2021-04-26 05:00:00,2021-04-28 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT652809,2021-04-26 04:00:00,2021-04-30 12:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT992394,2021-04-26 03:00:00,2021-04-26 06:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT992394,2021-04-26 03:00:00,2021-04-26 06:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT992394,2021-04-25 12:00:00,2021-04-25 12:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ALT995800,2021-04-25 10:00:00,2021-04-29 07:00:00,7 Allstate RD Dorchester 02125,07,774254.527260795,2945338.60726695
ERT1037077,2021-04-25 08:00:00,2021-04-25 06:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ALT902102,2021-04-25 07:00:00,2021-04-25 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT891330,2021-04-25 06:00:00,2021-04-25 06:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT992394,2021-04-24 12:00:00,2021-04-24 12:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT536891,2021-04-24 12:00:00,2021-04-30 12:00:00,50 to 150 Causeway ST Boston 02114,03,774628.606784228,2958574.97927649
ERT766946,2021-04-24 08:00:00,2021-04-24 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
ERT881698,2021-04-24 08:00:00,2021-04-24 04:00:00,799 E Third ST South Boston 02127,06,783852.879572328,2948016.48095498
ERT652809,2021-04-24 08:00:00,2021-04-24 04:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ALT792588,2021-04-24 08:00:00,2021-04-24 04:00:00,100 E Newton ST Boston 02118,08,772366.737330346,2947872.38131904
ERT818813,2021-04-24 08:00:00,2021-04-24 04:00:00,57 Saratoga ST East Boston 02128,01,781269.1329807,2962464.85453704
ALT908403,2021-04-24 08:00:00,2021-04-24 04:00:00,536 to 550 Harrison AV Roxbury 02118,03,773488.556282444,2949634.1644553
ERT399993,2021-04-24 08:00:00,2021-04-24 05:00:00,119 to 125 Hyde Park AVE Jamaica Plain 02130,19,760132.935820626,2933627.61795878
ERT740030,2021-04-24 08:00:00,2021-04-24 04:00:00,125 Sumner ST East Boston 02128,01,780052.086593579,2959971.38203322
SF1037748,2021-04-24 08:00:00,2021-04-24 04:00:00,23 Upton ST Roxbury 02118,03,771886.284538582,2950082.37613536
ERT652881,2021-04-24 08:00:00,2021-04-24 04:00:00,50 Stedman ST Jamaica Plain 02130,11,762218.889667526,2935852.46411393
ERT779522,2021-04-24 08:00:00,2021-04-25 07:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT1164641,2021-04-24 08:00:00,2021-04-24 05:00:00,9-11 Whitford St Roslindale 02131,18,756420.229448413,2927676.80670675
ALT966748,2021-04-24 08:00:00,2021-04-25 04:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ERT914346,2021-04-24 08:00:00,2021-04-24 04:00:00,187 Sumner ST East Boston 02128,01,780338.675135246,2959840.63116516
SF1103652,2021-04-24 08:00:00,2021-04-24 05:00:00,123 Crawford ST Dorchester 02121,12,766659.754293725,2940053.24476603
ALT76588,2021-04-24 08:00:00,2021-04-24 04:00:00,815 E Fifth ST South Boston 02127,06,783789.50715369,2947062.79510827
SF1047810,2021-04-24 08:00:00,2021-04-24 04:00:00,223 Commonwealth AVE Boston 02116,05,769147.958712041,2953323.13601038
ALT968619,2021-04-24 08:00:00,2021-04-24 04:00:00,23 Folsom ST Dorchester 02125,13,771929.834778637,2941404.13932729
SF1114282,2021-04-24 08:00:00,2021-04-24 05:00:00,1542 Columbus AVE Roxbury 02119,11,764823.485584607,2943177.99817423
SF1156599,2021-04-24 08:00:00,2021-04-24 04:00:00,655 to 665 Beacon ST Boston 02215,05,764717.513395906,2952175.76996131
SF1140114,2021-04-24 08:00:00,2021-04-24 04:00:00,11 Taylor ST Roxbury 02118,03,772781.140251428,2950618.94851986
ERT837335,2021-04-24 08:00:00,2021-04-24 04:00:00,197 to 207 Maverick ST East Boston 02128,01,781458.330316569,2959741.725781
ERT1037077,2021-04-24 08:00:00,2021-04-24 08:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
SF1062947,2021-04-24 08:00:00,2021-04-24 05:00:00,36 to 38 Maverick SQ East Boston 02128,01,780671.354818776,2960200.23502478
FND1160956,2021-04-24 08:00:00,2021-04-24 04:00:00,450 Massachusetts AV Roxbury 02118,09,769359.400353541,2949397.09788783
ERT684345,2021-04-24 08:00:00,2021-04-24 04:00:00,37 Farragut RD South Boston 02127,06,784511.678737827,2948172.7979871
ALT1133908,2021-04-24 08:00:00,2021-04-24 04:00:00,1430 Columbia RD South Boston 02127,07,779776.258113936,2945844.93875542
SF1103761,2021-04-24 08:00:00,2021-04-24 04:00:00,39 Bartlett ST Charlestown 02129,02,774239.977788776,2963062.51979545
ALT821591,2021-04-24 08:00:00,2021-04-24 04:00:00,135 William T Morrissey BLVD Dorchester 02127,13,778087.425920367,2940504.38895844
ERT793552,2021-04-24 08:00:00,2021-04-24 04:00:00,80 Terrace ST Mission Hill 02120,10,765038.679306946,2945314.16633694
ERT912029,2021-04-24 08:00:00,2021-04-24 04:00:00,17 W Bellflower ST Dorchester 02125,07,775108.682912817,2943802.99257397
ALT1070151,2021-04-24 08:00:00,2021-04-24 04:00:00,742 E Eighth ST South Boston 02127,07,782797.213188752,2946236.68809979
ERT879664,2021-04-24 08:00:00,2021-04-24 04:00:00,25 Porter ST East Boston 02128,01,780964.629982022,2961766.3076191
ERT1053313,2021-04-24 08:00:00,2021-04-24 04:00:00,271 E Eighth ST South Boston 02127,07,777874.736848174,2946167.4612485
ALT672379,2021-04-24 08:00:00,2021-04-24 04:00:00,147 Grampian WAY Dorchester 02125,13,777972.085344255,2938273.49423636
ERT258469,2021-04-24 08:00:00,2021-04-24 05:00:00,319 to 327 Chelsea ST East Boston 02128,01,783267.946410038,2962978.45999856
ERT795027,2021-04-24 08:00:00,2021-04-24 04:00:00,1719 to 1721 Centre ST West Roxbury 02132,20,751156.915866133,2929922.50974926
ALT935805,2021-04-24 08:00:00,2021-04-24 04:00:00,138 Centre ST Dorchester 02124,17,773515.257148102,2931719.90843827
ALT552822,2021-04-24 08:00:00,2021-04-24 04:00:00,771 Harrison AVE Roxbury 02118,08,771509.540961072,2948118.95472449
ERT784650,2021-04-24 08:00:00,2021-04-24 03:00:00,171 Washington St Brighton 02135,21,751990.974983695,2951978.57523427
ALT902435,2021-04-24 08:00:00,2021-04-24 04:00:00,111 Hutchings ST Dorchester 02121,12,766543.537909612,2938904.74998096
ERT889967,2021-04-24 08:00:00,2021-04-24 00:00:00,216 Havre ST East Boston 02128,01,781499.646823649,2961969.24701814
ERT605925,2021-04-24 08:00:00,2021-04-24 04:00:00,55 W Fifth ST South Boston 02127,06,776243.811162358,2949091.09361044
ERT682958,2021-04-24 08:00:00,2021-04-24 04:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
SF1164006,2021-04-24 08:00:00,2021-04-24 04:00:00,21 Lexington ST East Boston 02128,01,780763.388042629,2962784.61275133
ERT889196,2021-04-24 08:00:00,2021-04-24 04:00:00,21 to 35 W Second ST South Boston 02127,06,776136.391640912,2950397.91929584
ERT780842,2021-04-24 08:00:00,2021-04-24 04:00:00,370 to 398 Harrison AV Roxbury 02118,03,774093.498909787,2950677.94678286
ALT1076379,2021-04-24 08:00:00,2021-04-24 04:00:00,280 Chelsea ST East Boston 02128,01,782678.512580633,2962442.21054688
ERT891382,2021-04-24 08:00:00,2021-04-24 04:00:00,99 to 111 Sumner ST East Boston 02128,01,779815.990599976,2960070.13553971
ALT1072156,2021-04-24 08:00:00,2021-04-24 04:00:00,9 to 9A Hancock ST Charlestown 02129,02,774370.719964906,2963280.02609965
ALT1029251,2021-04-24 08:00:00,2021-04-24 04:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT1075160,2021-04-24 08:00:00,2021-04-24 04:00:00,35 Leyden ST East Boston 02128,01,788232.663096459,2967589.11923798
ERT1029866,2021-04-24 08:00:00,2021-04-24 04:00:00,97 to 101 Carolina AV Jamaica Plain 02130,11,761219.615521853,2937456.51158624
ERT632117,2021-04-24 08:00:00,2021-04-24 04:00:00,301 to 303 Border ST East Boston 02128,01,780509.913771609,2963244.59373039
ALT810445,2021-04-24 08:00:00,2021-04-24 04:00:00,29 Commonwealth AVE Boston 02116,05,771222.785017967,2954102.3402991
ERT825681,2021-04-24 08:00:00,2021-04-24 04:00:00,12 Cawfield ST Dorchester 02125,07,774134.968525981,2941966.12262268
ALT1051782,2021-04-24 08:00:00,2021-04-24 05:00:00,48 Tileston St Boston 02113,03,776523.38875375,2958697.06780727
ERT888715,2021-04-24 08:00:00,2021-04-24 04:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ERT775611,2021-04-24 08:00:00,2021-04-24 04:00:00,457 to 469A W Broadway South Boston 02127,06,778811.879521042,2947698.37011714
ERT872422,2021-04-24 08:00:00,2021-04-24 04:00:00,37 N Beacon St Allston 02134,22,753609.187287369,2954266.565354
ALT934038,2021-04-24 08:00:00,2021-04-24 04:00:00,99 Brooks ST Brighton 02135,22,747203.158787608,2954213.64039521
ALT1021543,2021-04-24 08:00:00,2021-04-24 03:00:00,64 W Rutland SQ Roxbury 02118,04,769725.201176584,2950279.35603954
SF1175186,2021-04-24 08:00:00,2021-04-24 04:00:00,82 Chelsea ST East Boston 02128,01,781393.699011445,2960945.03579348
ALT1146441,2021-04-24 08:00:00,2021-04-24 04:00:00,847 to 847C E Fifth ST South Boston 02127,06,784220.434002444,2947044.30424838
ERT694732,2021-04-24 07:00:00,2021-04-24 04:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT971653,2021-04-24 07:00:00,2021-04-24 04:00:00,174 Ipswich ST Boston 02215,05,765631.893206522,2951467.02448878
ALT1091765,2021-04-24 07:00:00,2021-04-24 04:00:00,125 Summer ST Boston 02111,03,775795.985719974,2954017.43867304
ALT1036141,2021-04-24 07:00:00,2021-04-24 04:00:00,640 Soldiers Field RD Boston 02134,22,758860.24250129,2958629.05880281
SF1151786,2021-04-24 07:00:00,2021-04-24 03:30:00,493 Centre ST Jamaica Plain 02130,19,760844.30248031,2941327.1203192
ERT611289,2021-04-24 07:00:00,2021-04-24 03:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ALT978995,2021-04-24 07:00:00,2021-04-24 03:00:00,201 Washington ST BOSTON 02108,03,775529.82343,2955982.82405
ERT945270,2021-04-24 07:00:00,2021-04-24 04:00:00,10 Fan Pier BL Boston 02210,06,779200.137100615,2954292.71634944
ALT1070001,2021-04-24 07:00:00,2021-04-24 04:00:00,51 Sleeper ST Boston 02210,06,778201.719424658,2953820.72066792
ERT720998,2021-04-24 07:00:00,2021-04-24 06:00:00,212 to 222 Stuart ST Boston 02116,05,772851.702564451,2953022.72406189
ERT660670,2021-04-24 07:00:00,2021-04-24 04:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ERT1067391,2021-04-24 07:00:00,2021-04-24 06:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
ERT716802,2021-04-24 07:00:00,2021-04-24 03:00:00,173 Endicott ST Boston 02113,03,775794.566056741,2958630.05951962
ERT766946,2021-04-24 07:00:00,2021-04-24 04:00:00,150 Seaport BLVD Boston 02210,06,779752.600955154,2953153.8283199
SF1151169,2021-04-24 07:00:00,2021-04-24 04:00:00,715 Boylston ST Boston 02116,05,769696.958232552,2952720.88224982
ERT667018,2021-04-24 07:00:00,2021-04-24 03:30:00,191 to 195 Bowdoin ST Dorchester 02122,15,772886.775545523,2936427.34634246
ERT611289,2021-04-24 07:00:00,2021-04-24 03:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ALT933170,2021-04-24 07:00:00,2021-04-24 03:00:00,100 to 112 Shawmut AV Roxbury 02118,03,773586.694915622,2951642.70556112
ALT1141022,2021-04-24 07:00:00,2021-04-24 04:00:00,300 Fenway Boston 02115,04,764321.854163542,2948926.86554229
ERT1022776,2021-04-24 06:00:00,2021-04-24 06:00:00,665 Commonwealth AV Boston 02215,05,763470.223968332,2952777.31771752
ALT921264,2021-04-24 06:00:00,2021-04-24 04:00:00,250 Franklin ST Boston 02110,03,776638.999999016,2955300.00001222
ERT860060,2021-04-24 06:00:00,2021-04-24 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT902102,2021-04-24 06:00:00,2021-04-24 06:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT836145,2021-04-24 05:00:00,2021-04-24 06:00:00,217 Albany ST Roxbury 02118,03,774648.890653163,2951211.55456841
SF1155665,2021-04-24 05:00:00,2021-04-25 06:00:00,75 Francis ST Boston 02115,04,762492.481316271,2947685.43616332
ALT973185,2021-04-24 05:00:00,2021-04-24 05:00:00,1620 Tremont ST Mission Hill 02120,10,763229.050243199,2946848.14822786
ALT955915,2021-04-24 05:00:00,2021-04-30 12:00:00,50 SUDBURY ST NorthEnd/ 02113,03,0,0
ERT925378,2021-04-24 05:00:00,2021-04-30 12:43:00,50 Sudbury ST Boston 02114,03,775122.909848592,2957324.56369139
SF1155665,2021-04-23 06:00:00,2021-04-23 02:00:00,75 Francis ST Boston 02115,04,762492.481316271,2947685.43616332
ERT992394,2021-04-23 05:00:00,2021-04-23 12:00:00,370 Summer St Boston 02210,06,778724.107257731,2952469.45856894
ERT694732,2021-04-22 06:00:00,2021-04-22 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT1037077,2021-04-22 05:00:00,2021-04-23 05:00:00,1001 Boylston ST Boston 02215,05,767415.665115256,2951846.08035176
ERT926421,2021-04-21 07:00:00,2021-04-21 03:00:00,111 Francis ST Boston 02215,04,761685.671246347,2948244.27590427
ALT902102,2021-04-20 12:00:00,2021-04-20 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ERT611289,2021-04-20 09:00:00,2021-04-23 05:00:00,640 to 720 Atlantic AVE Boston 02110,03,776202.354349032,2952889.18338986
ERT860060,2021-04-20 07:00:00,2021-04-23 03:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ALT902102,2021-04-20 06:00:00,2021-04-23 07:00:00,1 Post Office SQ Boston 02109,03,776448.999998838,2955360.00001228
ALT1029251,2021-04-20 06:00:00,2021-04-23 11:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT779522,2021-04-20 06:00:00,2021-04-23 08:00:00,35 Lomasney WY Boston 02114,03,773757.132764416,2958442.69955219
ALT966748,2021-04-20 06:00:00,2021-04-20 11:00:00,100 Hemenway ST Boston 02115,04,767060.136387134,2950426.63862299
ERT694732,2021-04-20 06:00:00,2021-04-20 09:00:00,47 Lagrange St Boston 02116,03,774011.897648124,2953523.44014937
ERT1005194,2021-04-20 06:00:00,2021-04-23 06:00:00,1870 Columbus AVE Roxbury 02119,11,764953.384628132,2941310.78307119
ERT891330,2021-04-20 05:00:00,2021-04-24 11:00:00,43 to 61 Pier 4 BL Boston 02210,06,779190.015983332,2952969.24454191
ERT860060,2021-04-20 05:00:00,2021-04-23 07:00:00,115 Federal ST Boston 02110,03,775909.575902343,2954524.89089151
ERT652809,2021-04-20 04:00:00,2021-04-23 12:00:00,40 Trinity PL Boston 02116,04,771014.362504263,2952248.97698261
ERT547173,2021-04-19 08:00:00,2021-04-19 04:00:00,67 E Cottage ST Dorchester 02125,07,773103.460527426,2942050.33984731
ALT1014362,2021-04-19 08:00:00,2021-04-19 04:00:00,165 W Canton ST Boston 02118,04,770936.0825537,2950499.63411975
SF1160581,2021-04-19 08:00:00,2021-04-17 04:00:00,15 Goodway RD Roslindale 02130,19,760237.588687748,2930730.57848534
ALT1079204,2021-04-19 08:00:00,2021-04-19 04:00:00,10 Claremont PARK Roxbury 02118,04,769375.615864247,2949898.63258319
ALT1068660,2021-04-19 08:00:00,2021-04-19 04:00:00,321 Marlborough ST Boston 02116,05,768401.062370464,2953352.07945144
ALT964135,2021-04-19 08:00:00,2021-04-19 04:00:00,276 to 278 Newbury ST Boston 02116,05,768723.73610419,2952510.56242794
ERT878686,2021-04-19 08:00:00,2021-04-19 03:30:00,181 to 191 Talbot AV Dorchester 02124,14,770050.704803959,2931759.99297499
ALT1029251,2021-04-19 08:00:00,2021-04-19 06:00:00,201 Brookline AVE Boston 02215,21,763639.531020556,2950939.49367545
ERT825091,2021-04-19 08:00:00,2021-04-19 03:30:00,525 Norfolk ST Mattapan 02126,14,767130.516959525,2926896.96226651
SF1175857,2021-04-19 08:00:00,2021-04-19 04:00:00,31 Monmouth ST East Boston 02128,01,781069.034083143,2963759.9615881
ALT1149561,2021-04-19 08:00:00,2021-04-19 04:00:00,146 Beacon ST Boston 02116,05,770878.756249651,2954631.5980916
ALT788188,2021-04-19 07:00:00,2021-04-19 04:00:00,10 to 11 Arlington ST Boston 02116,05,771791.743162498,2954403.02474739
ERT888715,2021-04-19 07:00:00,2021-04-19 06:00:00,1545 VFW PW West Roxbury 02132,20,744927.758744938,2922980.32535541
ERT819924,2021-04-19 07:00:00,2021-04-19 06:00:00,1550 Soldiers Field RD Brighton 02135,22,750875.140828488,2956442.57604221
ALT934038,2021-04-19 07:00:00,2021-04-19 05:00:00,99 Brooks ST Brighton 02135,22,747203.158787608,2954213.64039521
ALT1054695,2021-04-19 07:00:00,2021-04-19 03:00:00,426 Stuart ST Boston 02116,04,771118.198329881,2952308.83197744
ALT1021485,2021-04-19 07:00:00,2021-04-19 06:00:00,12 to 16 Mclellan ST Dorchester 02121,14,768428.972919375,2934978.0633533
ALT810208,2021-04-19 07:00:00,2021-04-19 06:00:00,274 Athens ST South Boston 02127,06,778112.90082444,2948700.49530281
ERT682958,2021-04-19 07:00:00,2021-04-19 05:00:00,95 Saint Alphonsus ST Mission Hill 02120,10,763969.604670178,2946904.83161202
ERT660670,2021-04-19 07:00:00,2021-04-19 06:00:00,89 to 95 Brighton AVE Allston 02134,21,756250.674532523,2953849.44359845
ERT1029866,2021-04-19 07:00:00,2021-04-19 06:00:00,97 to 101 Carolina AV Jamaica Plain 02130,11,761219.615521853,2937456.51158624
ALT810445,2021-04-19 07:00:00,2021-04-19 04:00:00,29 Commonwealth AVE Boston 02116,05,771222.785017967,2954102.3402991
ERT418436,2021-04-19 07:00:00,2021-04-19 06:00:00,386 to 388 Market ST Brighton 02135,22,750077.693073928,2952813.35376416
ERT959653,2021-04-19 07:00:00,2021-04-19 06:00:00,21 Rushmore ST Brighton 02135,22,749162.908910662,2951362.36829339
ERT1067391,2021-04-19 07:00:00,2021-04-19 06:00:00,180 Ruggles ST Mission Hill 02120,09,767577.539740885,2947071.5150217
